date,turbidity,ctd
2022-04-27,1.6596364,CTD11
2022-05-06,2.4326386,CTD11
2022-05-13,0.7013428,CTD11
2022-05-18,3.1747987,CTD11
2022-05-26,1.425501,CTD11
2022-06-02,0.8316382,CTD11
2022-06-10,0.93327695,CTD11
2022-06-17,0.30001867,CTD11
2022-06-24,0.28485432,CTD11
2022-06-30,0.80731565,CTD11
2022-07-06,0.40569568,CTD11
2022-07-14,0.6102505,CTD11
2022-07-20,0.44580585,CTD11
2022-07-28,0.58501744,CTD11
2022-08-03,0.80062824,CTD11
2022-08-11,0.0,CTD11
2022-08-17,0.0,CTD11
2022-08-24,0.9118653,CTD11
2022-09-01,5.0338902,CTD11
2022-09-07,0.0,CTD11
2022-09-15,0.8744346,CTD11
2022-09-21,1.2022374,CTD11
2022-09-29,0.0,CTD11
2022-10-05,1.647785,CTD11
2022-10-11,1.8585731,CTD11
2022-10-18,1.0245823,CTD11
2022-10-26,0.6662253,CTD11
2022-11-02,0.88375187,CTD11
2022-11-09,0.53467774,CTD11
2022-11-17,0.44204593,CTD11
2022-11-24,1.179874,CTD11
2022-12-01,0.7288837,CTD11
2022-12-07,0.60116094,CTD11
2022-12-16,1.290148,CTD11
2022-12-20,0.37175408,CTD11
2022-12-27,2.4937353,CTD11
2023-01-03,0.763613,CTD11
2023-01-10,0.1267783,CTD11
2023-01-20,1.7631236,CTD11
2023-01-25,0.8841087,CTD11
2023-02-01,0.028120767,CTD11
2023-02-08,4.3267813,CTD11
2023-02-14,0.122060746,CTD11
2023-02-23,1.1993413,CTD11
2023-03-01,1.1786994,CTD11
2023-03-08,0.20410532,CTD11
2023-03-16,0.6563396,CTD11
2023-03-22,0.0,CTD11
2023-03-29,1.720337,CTD11
2023-04-04,0.6701975,CTD11
2023-04-11,0.26261932,CTD11
2023-04-20,0.5008723,CTD11
2023-04-27,0.084942766,CTD11
2023-05-04,0.20453925,CTD11
2023-05-11,0.18682615,CTD11
2023-05-18,0.9270193,CTD11
2023-05-25,1.1351761,CTD11
2023-05-31,0.25704294,CTD11
2023-06-05,0.63445246,CTD11
2023-06-13,0.21978514,CTD11
2023-06-21,0.79418063,CTD11
2023-06-28,0.32950792,CTD11
2023-07-05,4.0955663,CTD11
2023-07-12,1.0088241,CTD11
2023-07-19,2.7566123,CTD11
2023-07-26,0.95821935,CTD11
2023-08-01,0.6420488,CTD11
2023-08-10,0.5724549,CTD11
2023-08-17,0.0,CTD11
2023-08-24,0.37246332,CTD11
2023-08-30,0.6770178,CTD11
2023-09-07,1.1356735,CTD11
2023-09-13,12.4749775,CTD11
2023-09-21,0.5147801,CTD11
2023-09-27,0.735388,CTD11
2023-10-05,0.85680807,CTD11
2023-10-11,2.1218455,CTD11
2023-10-17,1.5457712,CTD11
2023-10-25,1.6653281,CTD11
2023-10-31,1.1855564,CTD11
2023-11-08,6.4270544,CTD11
2023-11-16,0.41475728,CTD11
2023-11-24,0.47571984,CTD11
2023-11-29,0.5660053,CTD11
2023-12-07,0.1736808,CTD11
2023-12-13,0.93107086,CTD11
2023-12-19,1.9561417,CTD11
2023-12-27,0.35247877,CTD11
2024-01-03,0.5921313,CTD11
2024-01-09,1.4498212,CTD11
2024-01-16,0.36556405,CTD11
2024-01-23,1.4784487,CTD11
2024-02-01,3.611019,CTD11
2024-02-06,0.588135,CTD11
2024-02-13,0.4445769,CTD11
2024-02-20,0.619033,CTD11
2024-03-07,2.01697,CTD11
2024-03-13,0.30724165,CTD11
2024-03-20,0.62408835,CTD11
2024-03-26,0.68053055,CTD11
2024-04-02,0.4668392,CTD11
2024-04-10,0.0,CTD11
2024-04-24,0.43781784,CTD11
2024-04-29,0.9219586,CTD11
2024-05-10,0.6130015,CTD11
2024-05-15,0.80561393,CTD11
2024-05-22,0.3848773,CTD11
2024-05-29,0.85640144,CTD11
2024-06-05,0.0,CTD11
2024-06-10,0.0,CTD11
2024-06-18,0.6295131,CTD11
2024-06-25,0.84039307,CTD11
2024-07-03,0.9228631,CTD11
2024-07-09,0.2663522,CTD11
2024-07-18,0.35577595,CTD11
2017-03-22,2.3467574,CTD12
2017-03-30,4.7288604,CTD12
2017-04-05,1.8412322,CTD12
2017-04-12,3.0463812,CTD12
2017-04-25,1.315415,CTD12
2017-05-04,1.6203337,CTD12
2017-05-19,1.0869128,CTD12
2017-05-24,2.1412878,CTD12
2017-06-02,8.952278,CTD12
2017-06-06,0.69390726,CTD12
2017-06-13,1.9895842,CTD12
2017-06-21,0.20114496,CTD12
2017-06-30,2.719569,CTD12
2017-07-05,0.0,CTD12
2017-07-12,1.77486,CTD12
2017-07-19,2.8633258,CTD12
